ed,Date (Planned),Date (Published),Month,Day,Name,Title,Detail,Examples,Status,Creator,Time (in minutes),Video Link,Sound/Music
362,3/1/2024,1 Mar 2024,March,Friday,"Built-in function:
hash()",hash() function in python,"In this video i disscussed about built_in function in python
 i explain how to find hash() function in python",8,Done,Rimsha,16,(RK) help() Built-in function in python,FALSE
363,3/1/2024,1 Mar 2024,March,Friday,"Built-in function:
map()",map() function in python,"In this video i disscussed about built_in function in python
 i explain how to find map() function in python",6,Done,Shumaila,14,(SY) map() built_in function in python,FALSE
364,3/1/2024,1 Mar 2024,March,Friday,"Built-in function:
memoryview()",memoryview() function in python,"In this video i disscussed about built_in function in python
 i explain how to find memoryview() function in python",7,Done,Shumaila,14,(SY) memoryview() built_in function in python,FALSE
365,3/1/2024,1 Mar 2024,March,Friday,"Built-in function:
oct()",oct() function in python,"In this video i disscussed about built_in function in python
 i explain how to find oct() function in python",7,Done,Shumaila,15,(SY) oct() built_in function in python,FALSE
366,3/1/2024,1 Mar 2024,March,Friday,eval( ) function in python,eval( ) function in python,"In this video i disscussed about built_in function in python
 i explain how to find eval() function in python",4,Done,Mehraj,10,(SY) oct() built_in function in python,FALSE
367,3/1/2024,1 Mar 2024,March,Friday,exec( ) function in python,exec( ) function in python,"In this video i disscussed about built_in function in python
 i explain how to find exec() function in python",3,Done,Mehraj,14,(MM) Understanding Dynamic Code Execution in Python with Exec(),FALSE
368,3/1/2024,1 Mar 2024,March,Friday,frozenset( ) function in python,frozenset( ) function in python,"In this video i disscussed about built_in function in python
 i explain how to find frozenset() function in python",3,Done,Mehraj,13,(MM) Understanding Python's frozenset() Function: Immutable Sets Explained,FALSE
369,3/1/2024,1 Mar 2024,March,Friday,getattr( ) function in python,frozenset( ) function in python,"In this video i disscussed about built_in function in python
 i explain how to find getatrr() function in python",3,Done,Mehraj,13,(MM) Python's getattr() Function Explained with Examples,FALSE
370,3/2/2024,2 Mar 2024,March,Saturday,globals() function in python,globals() function in python,"In this video i disscussed about built_in function in python
 i explain how to find globals() function in python",3,Done,Mehraj,12,(MM) Understanding Python's globals() Function: Usage and Examples,FALSE
371,3/2/2024,2 Mar 2024,March,Saturday,hex( ) built-in-function in python,hex(0 function in python,"In this video i disscussed about built_in function in python
 i explain how to find hex() function in python",13,Done,Rimsha,13,(RK) hex() Built-in function in python,FALSE
372,3/2/2024,2 Mar 2024,March,Saturday,id( ) built-in-function in python,id(0 function in python,"In this video i disscussed about built_in function in python
 i explain how to find id() function in python",10,Done,Rimsha,16,(RK) id() Built-in function in python,FALSE
373,3/2/2024,2 Mar 2024,March,Saturday,ord( ) built-in-function in python,ord(0 function in python,"In this video i disscussed about built_in function in python
 i explain how to find ord() function in python",7,Done,Shumaila,14,(SY) ord() built_in function in python,FALSE
374,3/2/2024,2 Mar 2024,March,Saturday,hasattr() function in python,hasattr() function in python,"In this video i disscussed about built_in function in python
 i explain how to find hasattr() function in python",4,Done,Mehraj,11,(MM) Title: Understanding hasattr() Function in Python: Check Object Attributes Dynamically,FALSE
375,3/2/2024,2 Mar 2024,March,Saturday,hash() function in python,hash() function in python,"In this video i disscussed about built_in function in python
 i explain how to find hash() function in python",5,Done,Mehraj,11,(MM)  Python Hash Function Explained | How to Use Hash() Function in Python,FALSE
376,3/2/2024,2 Mar 2024,March,Saturday,pow() function in python,pow() function in python,"In this video i disscussed about built_in function in python
 i explain how to find pow() function in python",9,Done,Shumaila,14,(SY) pow() built_in function in python,FALSE
387,3/2/2024,2 Mar 2024,March,Saturday,id() Built-in function in python,id() function in python,"In this video i disscussed about built_in function in python
 i explain how to find id() function in python",9,Done,Mehraj,12,(MM) id() built_in function in python,FALSE
378,3/2/2024,2 Mar 2024,March,Saturday,input() Built-in function in python,input() function in python,"In this video i disscussed about built_in function in python
 i explain how to find input() function in python",9,Done,Rimsha,18,(RK) input() built-in function in python,FALSE
379,3/2/2024,2 Mar 2024,March,Saturday,int() Built-in function in python,int() function in python,"In this video i disscussed about built_in function in python
 i explain how to find int() function in python",8,Done,Rimsha,14,(RK) int() Built-in function in python,FALSE
380,3/2/2024,2 Mar 2024,March,Saturday,property() Built-in function in python,property() function in python,"In this video i disscussed about built_in function in python
 i explain how to find property() function in python",4,Done,Shumaila,15,(SY) property() built_in function in python,FALSE
381,3/2/2024,2 Mar 2024,March,Saturday,print() Built-in function in python,print() function in python,"In this video i disscussed about built_in function in python
 i explain how to find print() function in python",8,Done,Shumaila,13,(SY) print() built_in function in python,FALSE
382,3/2/2024,2 Mar 2024,March,Saturday,isinstance() Built-in function in python,isinstance() function in python,"In this video i disscussed about built_in function in python
 i explain how to find isinstance() function in python",6,Done,Rimsha,15,(RK) isinstance() Built-in function in pyton,FALSE
377,3/2/2024,3 Mar 2024,March,Sunday,help() function in python,help() function in python,"In this video i disscussed about built_in function in python
 i explain how to find help() function in python",7,Done,Mehraj,,(MM)  Exploring Python Documentation with the help() Function,FALSE
384,3/2/2024,2 Mar 2024,March,Saturday,issubclass() Buil-in function in python,issubclass() function in python,"In this video i disscussed about built_in function in python
 i explain how to find issubclass() function in python",,Done,Rimsha,15,(RK) issubclass() Built_in function in python,FALSE
385,3/2/2024,2 Mar 2024,March,Saturday,repr() Built-in function in python,repr() function in python,"In this video i disscussed about built_in function in python
 i explain how to find repr() function in python",8,Done,Shumaila,18,(SY) repr() built_in  function in python,FALSE
386,3/2/2024,2 Mar 2024,March,Saturday,set() Built-in function in python,set() function in python,"In this video i disscussed about built_in function in python
 i explain how to find set() function in python",9,Done,Shumaila,17,(SY) set() built_in function in python,FALSE
383,3/2/2024,3 Mar 2024,March,Sunday,hex() function in python,hex() function in python,"In this video i disscussed about built_in function in python
 i explain how to find hex() function in python",5,Done,Mehraj,13,(MM)  Exploring the hex() Function in Python,FALSE
388,3/3/2024,3 Mar 2024,March,Sunday,isinstance() Built-in function in python,isinstance() Built-in function in python,"In this video i disscussed about built_in function in python
 i explain how to find isinstance() function in python",3,Done,Mehraj,13,(MM)  Understanding isinstance() in Python: Check Object Types Dynamically,FALSE
389,3/4/2024,4 Mar 2024,March,Monday,setattr() Built-in function in python,setattr() Built-in function in python,"In this video i disscussed about built_in function in python
 i explain how to find setattr() function in python",4,Done,Shumaila,12,(SY) setattr() built_in function in python,FALSE
390,3/4/2024,4 Mar 2024,March,Monday,iter() Built-in function in python,iter() function in python,"In this video i disscussed about built_in function in python
 i explain how to find iter() function in python",6,Done,Rimsha,14,(RK) iter() Built-in function in python,FALSE
391,3/4/2024,4 Mar 2024,March,Monday,issubclass() Built-in function in python,issubclass() Built-in function in python,"In this video i disscussed about built_in function in python
 i explain how to find issubclass() function in python",3,Done,Mehraj,13,(MM) Understanding Python's issubclass() Function: Explained with Examples,FALSE
392,3/4/2024,4 Mar 2024,March,Monday,iter() Built-in function in python,iter() Built-in function in python,"In this video i disscussed about built_in function in python
 i explain how to find iter() function in python",4,Done,Mehraj,13,(MM)  Understanding the iter() Function in Python: A Comprehensive Guide,FALSE
393,3/4/2024,4 Mar 2024,March,Monday,len() Built-in function in python,len() Built-in function in python,"In this video i disscussed about built_in function in python
 i explain how to find len() function in python",5,Done,Mehraj,11,(MM) Mastering the len() Function in Python - A Comprehensive Guide,FALSE
394,3/4/2024,4 Mar 2024,March,Monday,locals() function in python,locals() function in python,"In this video i disscussed about built_in function in python
 i explain how to find locals() function in python",4,Done,Mehraj,12,(MM) Understanding Python's locals() Function: Creating Dynamic Variables,FALSE
395,3/4/2024,4 Mar 2024,March,Monday,list() Built-in function in python,list() function in python,"In this video i disscussed about built_in function in python
 i explain how to find list() function in python",9,Done,Rimsha,16,(RK) list() Built-in function in python,FALSE
396,3/4/2024,4 Mar 2024,March,Monday,len() Built-in function in python,len() function in python,"In this video i disscussed about built_in function in python
 i explain how to find len() function in python",10,Done,Rimsha,14,(RK) len() Built-in function in python,FALSE
397,3/4/2024,4 Mar 2024,March,Monday,"Built-in function:
memoryview()",memoryview() function in python,"In this video i disscussed about built_in function in python
 i explain how to find memoryview() function in python",5,Done,Mehraj,12,(MM) Understanding memoryview() in Python,FALSE
398,3/4/2024,4 Mar 2024,March,Monday,"Built-in function:
object()","Built-in function:
object()","In this video i disscussed about built_in function in python
 i explain how to how object() function in python",5,Done,Mehraj,12,(MM)  Understanding the `object()` Function in Python,FALSE
399,3/4/2024,4 Mar 2024,March,Monday,"Built-in function:
slice()","Built-in function:
slice()","In this video i disscussed about built_in function in python
 i explain how to how slice() function in python",6,Done,Shumaila,17,(SY) slice() built_in function in pytho,FALSE
400,3/4/2024,4 Mar 2024,March,Monday,locals() Built-in function in python,locals() function in python,"In this video i disscussed about built_in function in python
 i explain how to find locals() function in python",9,Done,Rimsha,17,(RK) locals() Built_in function in python,FALSE
401,3/5/2024,5 Mar 2024,March,Tuesday,map() Built-in function in python,map() function in python,"In this video i disscussed about built_in function in python
 i explain how to find map() function in python",4,Done,Rimsha,12,(RK) map() built_in function in python,FALSE
402,3/4/2024,4 Mar 2024,March,Monday,staticmethod() Built-in function in python,staticmethod() function in python,"In this video i disscussed about built_in function in python
 i explain how to find staticmethod() function in python",5,Done,Shumaila,16,(SY) staticmethod() built_in function in python,FALSE
403,3/4/2024,4 Mar 2024,March,Monday,sorted() Built-in function in python,sorted() function in python,"In this video i disscussed about built_in function in python
 i explain how to find sorted() function in python",5,Done,Shumaila,16,https://youtu.be/yQXFscUfzD4,FALSE
404,3/5/2024,5 Mar 2024,March,Tuesday,oct( ) function in python,oct( ) function in python,"In this video i disscussed about built_in function in python
 i explain how to find oct() function in python",5,Done,Mehraj,12,(MM)  Understanding Python's oct() Function: Converting Integers to Octal Representation,FALSE
405,3/5/2024,5 Mar 2024,March,Tuesday,ord( ) built-in-function in python,ord( ) built-in-function in python,"In this video i disscussed about built_in function in python
 i explain how to find ord() function in python",13,Done,Mehraj,13,(MM) Understanding the ord() Function in Python: Explained with Examples,FALSE
406,3/5/2024,5 Mar 2024,March,Tuesday,max() Built-in function in python,max() function in python,"In this video i disscussed about built_in function in python
 i explain how to find max() function in python",9,Done,Rimsha,14,(RK) max() Built-in function in python,FALSE
407,3/5/2024,5 Mar 2024,March,Tuesday,"memoryview()() Built-in function in 
python",memoryview()() function in python,"In this video i disscussed about built_in function in python
 i explain how to find memoryview()() function in python",4,Done,Rimsha,13,(RK) memoryview() Built-in function in pyton,FALSE
408,3/5/2024,5 Mar 2024,March,Tuesday,"sum()() Built-in function in 
python",sum()() function in python,"In this video i disscussed about built_in function in python
 i explain how to find sum()() function in python",7,Done,Shumaila,15,(SY) sum() built_in function in python,FALSE
409,3/5/2024,5 Mar 2024,March,Tuesday,min()() Built-in function in python,min()() function in python,"In this video i disscussed about built_in function in python
 i explain how to find min()() function in python",9,Done,Rimsha,13,(RK) min() Built-in function in python,FALSE
410,3/5/2024,5 Mar 2024,March,Tuesday,next()() Built-in function in python,next()() function in python,"In this video i disscussed about built_in function in python
 i explain how to find next()() function in python",6,Done,Rimsha,13,(RK) next() Built-in function in python,FALSE
411,3/5/2024,5 Mar 2024,March,Tuesday,object()() Built-in function in python,object()() function in python,"In this video i disscussed about built_in function in python
 i explain how to find object()() function in python",10,Done,Rimsha,11,(RK) object() Built-in function in python,FALSE
412,3/5/2024,5 Mar 2024,March,Tuesday,"pow() Built-in function in 
python","pow() Built-in function in 
python","In this video i disscussed about built_in function in python
 i explain how touse pow() function in python",14,Done,Mehraj,16,(MM)  Mastering Python's pow() Function: A Comprehensive Guide,FALSE
413,3/5/2024,5 Mar 2024,March,Tuesday,"print() Built-in function in 
python","pprint()Built-in function in 
python","In this video i disscussed about built_in function in python
 i explain how touse print() function in python",10,Done,Mehraj,16,(MM) print()Built-in function in python,FALSE
414,3/5/2024,5 Mar 2024,March,Tuesday,"super() Built-in function in 
python","super()Built-in function in 
python","In this video i disscussed about built_in function in python
 i explain how touse super() function in python",3,Done,Shumaila,15,(SY) super() built_in function in python,FALSE
415,3/5/2024,5 Mar 2024,March,Tuesday,"tuple() Built-in function in 
python","tuple()Built-in function in 
python","In this video i disscussed about built_in function in python
 i explain how touse tuple() function in python",7,Done,Shumaila,14,(SY) tuple() built_in function in python,FALSE
416,3/5/2024,5 Mar 2024,March,Tuesday,"property() Built-in function in 
python","property() Built-in function in 
python","In this video i disscussed about built_in function in python
 i explain how to use property() function in python",3,Done,Mehraj,11,(MM) Mastering Python's range() Function: A Comprehensive Guide,FALSE
417,3/5/2024,5 Mar 2024,March,Tuesday,"type() Built-in function in 
python","type() Built-in function in 
python","In this video i disscussed about built_in function in python
 i explain how to use type() function in python",7,Done,Shumaila,13,(SY) type() built_in function in python,FALSE
418,3/5/2024,5 Mar 2024,March,Tuesday,oct() Built-in function in python,oct() function in python,"In this video i disscussed about built_in function in python
 i explain how to find oct() function in python",6,Done,Rimsha,11,(RK) oct() Built-in function in python,FALSE
419,3/5/2024,5 Mar 2024,March,Tuesday,range() Built-in function in python,range() Built-in function in python,"In this video i disscussed about built_in function in python
 i explain how to find range() function in python",7,Done,Mehraj,11,(MM) Mastering Python's range() Function: A Comprehensive Guide,FALSE
420,3/5/2024,5 Mar 2024,March,Tuesday,repr() Built-in function in python,repr() function in python,"In this video i disscussed about built_in function in python
 i explain how to find repr() function in python",8,Done,Mehraj,12,(MM) Understanding repr() Function in Python,FALSE
421,3/5/2024,5 Mar 2024,March,Tuesday,vers() Built-in function in python,vers() function in python,"In this video i disscussed about built_in function in python
 i explain how to find vers() function in python",5,Done,Shumaila,11,(SY) vars() built_in function in python,FALSE
422,3/5/2024,5 Mar 2024,March,Tuesday,ord() Built-in function in python,ord() function in python,"In this video i disscussed about built_in function in python
 i explain how to find ord() function in python",7,Done,Rimsha,12,(RK) ord() Built-in function in python,FALSE
423,5-Mar-2024,5 Mar 2024,March,Tuesday,zip() Built-in function in python,zip() function in python,"In this video i disscussed about built_in function in python
 i explain how to find zip() function in python",5,Done,Shumaila,14,(SY) zip() built_in function in python,FALSE
424,5-Mar-2024,5 Mar 2024,March,Tuesday,str() Built-in function in python,str() function in python,"In this video i disscussed about built_in function in python
 i explain how to find str() function in python",7,Done,Shumaila,11,(SY) str() built_in function in python,FALSE
425,6-Mar-2024,6 Mar 2024,March,Wednesday,reversed() Built-in function in python,reversed() Built-in function in python,"In this video i disscussed about built_in function in python
 i explain how to use reversed() function in python",5,Done,Mehraj,12,(MM) Understanding the Python reverse() Method: A Comprehensive Guide,FALSE
426,6-Mar-2024,6 Mar 2024,March,Wednesday,pow() Built-in function in python,pow() function in python,"In this video i disscussed about built_in function in python
 i explain how to find oct() function in python",6,Done,Rimsha,11,(RK) pow() Built-in function in python,FALSE
427,6-Mar-2024,6 Mar 2024,March,Wednesday,print() Built-in function in python,print() function in python,"In this video i disscussed about built_in function in python
 i explain how to find print() function in python",10,Done,Rimsha,15,(RK) print() Built-in function in python,FALSE
428,6-Mar-2024,6 Mar 2024,March,Wednesday,round() Built-in function in python,round() Built-in function in python,"In this video i disscussed about built_in function in python
 i explain how to use round() function in python",7,Done,Mehraj,12,(MM) Mastering the round() Function in Python - A Comprehensive Guide,FALSE
429,6-Mar-2024,6 Mar 2024,March,Wednesday,property() Built-in function in python,property() function in python,"In this video i disscussed about built_in function in python
 i explain how to find property() function in python",2,Done,Rimsha,19,(RK) property() Built-in function in python,FALSE
430,6-Mar-2024,6 Mar 2024,March,Wednesday,range() Built-in function in python,range() function in python,"In this video i disscussed about built_in function in python
 i explain how to find range() function in python",11,Done,Rimsha,16,(RK) range() Built-in function in python,FALSE
431,6-Mar-2024,6 Mar 2024,March,Wednesday,classmethod() Built-in function in python,classmethod() function in python,"In this video i disscussed about built_in function in python
 i explain how to find classmethod() function in python",4,Done,Shumaila,15,(SY) classmethod() built_in function in python,FALSE
432,6-Mar-2024,6 Mar 2024,March,Wednesday,append() list method in python,append() list method in python,"In this video i disscussed about list method in python
 i explain how to find append() method in python",6,Done,Shumaila,14,(SY) append() list method in python,FALSE
433,6-Mar-2024,6 Mar 2024,March,Wednesday,clear() list method in python,clear() list method in python,"In this video i disscussed about list method in python
 i explain how to find clear() method in python",6,Done,Shumaila,12,(SY) clear() list method in python,FALSE
434,6-Mar-2024,6 Mar 2024,March,Wednesday,copy() list method in python,copy() list method in python,"In this video i disscussed about list method in python
 i explain how to find copy() method in python",8,Done,Shumaila,17,(SY) copy() list method in python,FALSE
435,6-Mar-2024,6 Mar 2024,March,Wednesday,settatr( ) function in python,settatr( ) function in python,in this video i explain the settatr( ) function in python what is settatr function and how to use it and how it works in python,3,Done,Mehraj,13,(MM) Mastering Python: Understanding setattr() Function,FALSE
436,6-Mar-2024,6 Mar 2024,March,Wednesday,repr() Built-in function in python,repr() function in python,"In this video i disscussed about built_in function in python
 i explain how to find repr() function in python",10,Done,Rimsha,13,(RK) repr() Built-in function in python,FALSE
437,6-Mar-2024,6 Mar 2024,March,Wednesday,slice( ) function in python,slice( ) function in python,"In this video i disscussed about built_in function in python
 i explain how to find slice() function in python",7,Done,Mehraj,10,(MM) Mastering Python Slicing: A Comprehensive Guide,FALSE
438,6-Mar-2024,6 Mar 2024,March,Wednesday,sorted( ) function in python,sorted( ) function in python,"In this video i disscussed about built_in function in python
 i explain how to find sorted() function in python",7,Done,Mehraj,14,(MM)  Python Sorting Made Simple: Exploring the sorted() Function,FALSE
439,6-Mar-2024,6 Mar 2024,March,Wednesday,reversed() Built-in function in python,reversed() function in python,"In this video i disscussed about built_in function in python
 i explain how to find reversed() function in python",10,Done,Rimsha,19,(RK) reversed() Built-in function in python,FALSE
440,9-Mar-2024,9 Mar 2024,March,Saturday,round() Built-in function in python,round() function in python,"In this video i disscussed about built_in function in python
 i explain how to find round() function in python",11,Done,Rimsha,13,(RK) round() Built-in function in python,FALSE
441,6-Mar-2024,6 Mar 2024,March,Wednesday,count() list method in python,count() list method in python,"In this video i disscussed about list method in python
 i explain how to find count() method in python",6,Done,Shumaila,19,(SY) count() list method in python,FALSE
442,6-Mar-2024,6 Mar 2024,March,Wednesday,extend() list method in python,extend() list method in python,"In this video i disscussed about list method in python
 i explain how to find extend() method in python",6,Done,Shumaila,18,(SY) extend() list method in python,FALSE
443,6-Mar-2024,6 Mar 2024,March,Wednesday,staticmethod() Built-in function in python,staticmethod() Built-in function in python,"In this video i disscussed about list method in python
 i explain how to find staticmethod() method in python",3,Done,Mehraj,13,(MM) staticmethod() built_in function in python,FALSE
444,6-Mar-2024,6 Mar 2024,March,Wednesday,index() list method in python,index() list method in python,"In this video i disscussed about list method in python
 i explain how to find index() method in python",6,Done,Shumaila,14,(SY) index ()list_method in python,FALSE
445,7-Mar-2024,7 Mar 2024,March,Thursday,str() Built-in function in python,str() function in python,"In this video i disscussed about built_in function in python
 i explain how to find str() function in python",4,Done,Mehraj,10,(MM) Understanding Python's str() Function: A Comprehensive Guide,FALSE
446,7-Mar-2024,7 Mar 2024,March,Thursday,"sum()() Built-in function in 
python",sum()() function in python,"In this video i disscussed about built_in function in python
 i explain how to find sum()() function in python",5,Done,Mehraj,14,(MM) Learn Python: Understanding the sum() Function - Python Programming Tutorial,FALSE
447,7-Mar-2024,7 Mar 2024,March,Thursday,"super() Built-in function in 
python","super()Built-in function in 
python","In this video i disscussed about built_in function in python
 i explain how touse super() function in python",3,Done,Mehraj,14,(MM) Understanding Python's super() Function: Simplifying Inheritance,FALSE
448,7-Mar-2024,7 Mar 2024,March,Thursday,insert() list method in python,insert() list method in python,"In this video i disscussed about list method in python
 i explain how to find insert() method in python",6,Done,Shumaila,15,(SY) insert() list method in python,FALSE
449,7-Mar-2024,7 Mar 2024,March,Thursday,pop() list method in python,pop() list method in python,"In this video i disscussed about list method in python
 i explain how to find pop() method in python",6,Done,Shumaila,16,(SY) pop() list method in python,FALSE
450,7-Mar-2024,7 Mar 2024,March,Thursday,remove() list method in python,remove() list method in python,"In this video i disscussed about list method in python
 i explain how to find remove() method in python",6,Done,Shumaila,13,(SY) remove() list method in python,FALSE
451,7-Mar-2024,7 Mar 2024,March,Thursday,reverse() list method in python,reverse() list method in python,"In this video i disscussed about list method in python
 i explain how to find reverse() method in python",6,Done,Shumaila,12,(SY) reverse() list method in python,FALSE
452,9-Mar-2024,9 Mar 2024,March,Saturday,set() Built-in function in python,set() function in python,"In this video i disscussed about list method in python
 i explain how to find set() method in python",4,Done,Rimsha,15,(RK) set() Built-in function in python,FALSE
453,9-Mar-2024,9 Mar 2024,March,Saturday,setattr() Built-in function in python,setattr() function in python,"In this video i disscussed about list method in python
 i explain how to find setattr() method in python",4,Done,Rimsha,11,(RK) setattr() Built-in function in python,FALSE
454,9-Mar-2024,9 Mar 2024,March,Saturday,slice() Built-in function in python,slice( ) function in python,"In this video i disscussed about list method in python
 i explain how to find slice() method in python",9,Done,Rimsha,17,(RK) slice() Built-in function in python,FALSE
455,9-Mar-2024,9 Mar 2024,March,Saturday,sorted() Built-in function in python,sorted() function in python,"In this video i disscussed about list method in python
 i explain how to find sorted() method in python",7,Done,Rimsha,14,(RK) sorted() Built-in function in python,FALSE
456,9-Mar-2024,9 Mar 2024,March,Saturday,staticmethod() Built-in function in python,staticmethod() function in python,"In this video i disscussed about list method in python
 i explain how to find staticmethod() method in python",4,Done,Rimsha,12,(RK) staticemethod(0 Built-in function in python,FALSE
457,9-Mar-2024,9 Mar 2024,March,Saturday,str() Built-in function in python,str() function in python,"In this video i disscussed about list method in python
 i explain how to find str() method in python",14,Done,Rimsha,15,(RK) str() Built-in function in python,FALSE
458,9-Mar-2024,9 Mar 2024,March,Saturday,sum() Built-in function in python,sum() function in python,"In this video i disscussed about list method in python
 i explain how to find sum() method in python",9,Done,Rimsha,12,(RK) sum() built-in function in python,FALSE
459,9-Mar-2024,9 Mar 2024,March,Saturday,super() Built-in function in python,super() function in python,"In this video i disscussed about list method in python
 i explain how to find super() method in python",3,Done,Rimsha,16,(RK) super() Built in function in python,FALSE
460,10-Mar-2024,10 Mar 2024,March,Sunday,"type() Built-in function in 
python","type() Built-in function in 
python","In this video i disscussed about list method in python
 i explain how to find type() method in python",8,Done,Mehraj,10,(MM) Understanding the type() Function in Python,FALSE
461,10-Mar-2024,10 Mar 2024,March,Sunday,vers() Built-in function in python,vers() function in python,"In this video i disscussed about built_in function in python
 i explain how to find vers() function in python",4,Done,Mehraj,10,(MM) Python vars() Function Explained with Examples,FALSE
462,11-Mar-2024,11 Mar 2024,March,Monday,copy() list method in python,copy() list method in python,"In this video i disscussed about built_in function in python
 i explain how to find copy() function in python",4,Done,Mehraj,12,(MM) Understanding Python's list.copy() Method: A Shallow Copying Technique,FALSE
463,11-Mar-2024,11 Mar 2024,March,Monday,clear() list method in python,clear() list method in python,"In this video i disscussed about built_in function in python
 i explain how to find clear() function in python",4,Done,Mehraj,12,(MM) Python Tutorial: Exploring the list.clear() Method,FALSE
464,11-Mar-2024,11 Mar 2024,March,Monday,count() list method in python,count() list method in python,"In this video i disscussed about built_in function in python
 i explain how to find count() function in python",4,Done,Mehraj,12,(MM)  Python List Count Method Explained | Count Occurrences in a List,FALSE
465,11-Mar-2024,11 Mar 2024,March,Monday,index() list method in python,index() list method in python,"In this video i disscussed about built_in function in python
 i explain how to find index() function in python",4,Done,Mehraj,13,(MM) Mastering Python's index() Method: A Comprehensive Guide,FALSE
466,11-Mar-2024,11 Mar 2024,March,Monday,insert() list method in python,insert() list method in python,"In this video i disscussed about built_in function in python
 i explain how to find insert() function in python",5,Done,Mehraj,11,(MM) Python List Insert Method Explained,FALSE
467,11-Mar-2024,11 Mar 2024,March,Monday,tuple() Built-in function in python,tuple() function in python,"In this video i disscussed about built_in function in python
 i explain how to find tuple() function in python",12,Done,Rimsha,21,(RK) tuple() Built-in function in python,FALSE
468,11-Mar-2024,11 Mar 2024,March,Monday,sort() list method in python,sort() list method in python,"In this video i disscussed about list method in python
 i explain how to find sort() method in python",5,Done,Shumaila,18,(SY) sort() list method in python,FALSE
469,11-Mar-2024,11 Mar 2024,March,Monday,slice() list method in python,slice() list method in python,"In this video i disscussed about list method in python
 i explain how to find slice() method in python",6,Done,Shumaila,13,(SY) slice() method in python,FALSE
470,11-Mar-2024,11 Mar 2024,March,Monday,comparehsion() list method in python,comparision() list method in python,"In this video i disscussed about list method in python
 i explain how to find comparesion() method in python",6,Done,Shumaila,15,(SY) comprehension() method in python,FALSE
471,11-Mar-2024,11 Mar 2024,March,Monday,count() tuple method in python,count() tuple method in python,"In this video i disscussed about tuple method in python
 i explain how to find count() method in python",6,Done,Shumaila,19,(SY) count() tuple method in python,FALSE
472,11-Mar-2024,11 Mar 2024,March,Monday,index() tuple method in python,index() tuple method in python,"In this video i disscussed about tuplemethod in python
 i explain how to find index() method in python",6,Done,Shumaila,23,(SY) index() tuple method in python,FALSE
473,11-Mar-2024,11 Mar 2024,March,Monday,pop() list method in python,pop() list method in python,"In this video i disscussed about list method in python
 i explain how to find pop() method in python",4,Done,Mehraj,12,MM Python List pop() Method Explained | Remove and Retrieve Items from Lists,FALSE
474,11-Mar-2024,11 Mar 2024,March,Monday,remove() list method in python,remove() list method in python,"In this video i disscussed about list method in python
 i explain how to find remove() method in python",5,Done,Mehraj,11,(MM)  Mastering Python Lists: Understanding the list.remove() Method,FALSE
475,11-Mar-2024,11 Mar 2024,March,Monday,type() Built-in function in python,type()  function in python,"In this video i disscussed about built_in function in python
 i explain how to find type() function in python",,Done,Rimsha,15,(RK) type() Built in function in python,FALSE
476,12-Mar-2024,12 Mar 2024,March,Tuesday,reverse() list method in python,reverse() list method in python,"In this video i disscussed about list method in python
 i explain how to find reverse() method in python",4,Done,Mehraj,12,(MM) list.reverse( ) method in python,FALSE
477,12-Mar-2024,12 Mar 2024,March,Tuesday,clear() dictionary method in python,clear() dictionary method in python,"In this video i disscussed about list method in python
 i explain how to find clear() method in python",6,Done,Shumaila,17,(SY) clear() dictionary method in python,FALSE
478,12-Mar-2024,12 Mar 2024,March,Tuesday,copy() dictionary method in python,copy() dictionary method in python,"In this video i disscussed about dictionary method in python
 i explain how to find copy() method in python",4,Done,Shumaila,16,(SY) copy() dictionary method in python,FALSE
479,12-Mar-2024,12 Mar 2024,March,Tuesday,sort() list method in python,sort() list method in python,"In this video i disscussed about list method in python
 i explain how to find reverse() method in python",5,Done,Mehraj,12,(MM) Python list.sort() Method: Sorting Lists in Python | Python Programming Tutorial,FALSE
480,12-Mar-2024,12 Mar 2024,March,Tuesday,fromkeys() dictionary method in python,fromkeys() dictionary method in python,"In this video i disscussed about dictionary method in python
 i explain how to find fromkeys() method in python",6,Done,Shumaila,20,(SY) fromkeys() dictionary method in python,FALSE
481,12-Mar-2024,12 Mar 2024,March,Tuesday,get() dictionary method in python,get() dictionary method in python,"In this video i disscussed about dictionary method in python
 i explain how to find get() method in python",6,Done,Shumaila,20,(SY) get() dictionary method in python,FALSE
482,12-Mar-2024,12 Mar 2024,March,Tuesday,slicing() list method in python,slicing() list method in python,"In this video i disscussed aboutlist method in python
 i explain how to find slicing() method in python",5,Done,Mehraj,11,(MM) list.slicing( ) method in python,FALSE
483,12-Mar-2024,12 Mar 2024,March,Tuesday,comprehension( ) list method in python,comprehension( ) list method in python,"In this video i disscussed about list method in python
 i explain how to find comprehension() method in python",5,Done,Mehraj,14,(MM)  Mastering List Comprehensions in Python | Python Programming Tutorial,FALSE
484,12-Mar-2024,12 Mar 2024,March,Tuesday,tuple index( ) method in python,tuple index( ) method in python,"In this video i disscussed about tuple method in python
 i explain how to find index() method in python",5,Done,Mehraj,13,(MM) Python Tuple.index() Method Explained | Search and Retrieve Index in Tuples,FALSE
485,12-Mar-2024,12 Mar 2024,March,Tuesday,items() dictionary method in python,items() dictionary method in python,"In this video i disscussed about dictionary method in python
 i explain how to find items() method in python",6,Done,Shumaila,19,(SY) items() dictionary method in python,FALSE
